drug_id,drug_name,treats,causes
DB01148,Flavoxate,pain; dysuria; frequency; urgency; nocturia; incontinence; cystitis; urethritis,pressure; confusion; confusion
DB01149,Nefazodone,depression; depression,
DB01150,Cefprozil,,diarrhea; loss of appetite; diarrhea
DB01151,Desipramine,pain; neuropathic pain; depression; anxiety; panic; depression; anxiety disorder,malaise; pain; headache; abdominal pain; delirium; blurred vision; tachycardia; hypertension; hypotension; postural hypotension; nausea; vomiting; abdominal pain; diarrhea; constipation; urine retention; tachycardia; malaise; diarrhea; abdominal pain; anxiety; insomnia; hypertension; hypotension; heart failure; bipolar disorder
DB01156,Bupropion,depression; depression,loss of consciousness; tachycardia; tachycardia
DB01157,Trimetrexate,pneumonia; immunodeficiency; aids,
DB01158,Bretylium,tachycardia; ventricular tachycardia; tachycardia,tachycardia; ventricular tachycardia; hypertension; hypotension; tachycardia; hypertension; hypotension
DB01159,Halothane,anesthesia,hyperthermia; hepatitis; hepatitis
DB01160,Dinoprost Tromethamine,,nausea; vomiting; diarrhea; diarrhea
DB01161,Chloroprocaine,anesthesia,
DB01162,Terazosin,hypertension; hypertension,
DB01164,Calcium Chloride,,pressure; syncope; syncope
DB01166,Cilostazol,pain; claudication; claudication,headache; tachycardia; hypotension; diarrhea; tachycardia; diarrhea; hypotension
DB01169,Arsenic trioxide,leukemia,weakness; weakness; confusion; weakness; muscle weakness; weakness; weakness; confusion
DB01170,Guanethidine,hypertension; hypertension,tiredness; dizziness; confusion; confusion
DB01171,Moclobemide,depression; depression,headache; dizziness; confusion; hypertension; rigidity; agitation; confusion; hypertension
DB01172,Kanamycin,,dizziness; vertigo; nausea; vomiting; frequency
DB01174,Phenobarbital,,collapse; apnea; Cheyne-Stokes respiration; tachycardia; hypotension; oliguria; tachycardia; depression; hypotension; depression
DB01175,Escitalopram,anxiety; agitation; dementia; anxiety disorder; dementia,dizziness; tachycardia; hypotension; nausea; vomiting; tachycardia; insomnia; hypotension
DB01176,Cyclizine,dizziness; vertigo; nausea; vomiting,
DB01177,Idarubicin,leukemia,
DB01178,Chlormezanone,spasm; spasm; muscle spasm; anxiety,weakness; pain; abdominal pain; dizziness; weakness; nausea; abdominal pain; weakness; weakness; weakness; abdominal pain
DB01180,Rescinnamine,hypertension; hypertension,
DB01181,Ifosfamide,lymphoma,confusion; nausea; vomiting; confusion; cystitis
DB01182,Propafenone,tachycardia; atrial fibrillation; ventricular tachycardia; tachycardia,pressure; low blood pressure
DB01183,Naloxone,pressure; depression; depression,
DB01184,Domperidone,pain; nausea; vomiting; heartburn; dyspepsia; dyspepsia; heartburn,gynecomastia; galactorrhea
DB01185,Fluoxymesterone,,fluid retention
DB01186,Pergolide,,pressure; nausea; vomiting
DB01187,Iophendylate,tumors,
DB01188,Ciclopirox,,headache
DB01189,Desflurane,anesthesia,
DB01190,Clindamycin,pneumonia,nausea; diarrhea; diarrhea
DB01191,Dexfenfluramine,weight loss; weight loss; weight loss,
DB01192,Oxymorphone,pain,collapse; apnea; bradycardia; hypotension; bradycardia; depression; hypotension; depression
DB01193,Acebutolol,hypertension; hypertension,bronchospasm; bradycardia; hypotension; bradycardia; hypotension; heart failure
DB01194,Brinzolamide,pressure; hypertension; hypertension,
DB01195,Flecainide,tachycardia; tachycardia,syncope; tachycardia; bradycardia; ventricular tachycardia; hypotension; syncope; nausea; vomiting; tachycardia; bradycardia; hypotension
DB01197,Captopril,hypertension; hypertension; heart failure,pressure; cough; hypotension; emesis; rash; angioedema; rash; angioedema; cough; hypotension
DB01198,Zopiclone,insomnia,
DB01199,Tubocurarine,anesthesia,
DB01200,Bromocriptine,galactorrhea,headache; abdominal cramps; vertigo; nasal congestion; hypotension; nausea; vomiting; abdominal cramps; diarrhea; constipation; diarrhea; hypotension
DB01201,Rifapentine,tuberculosis,
DB01202,Levetiracetam,epilepsy,agitation; aggression
DB01203,Nadolol,angina; angina; hypertension; hypertension,lethargy; pressure; wheezing; low blood pressure; wheezing; depression; heart failure; depression
DB01205,Flumazenil,anesthesia,
DB01206,Lomustine,tumors,
DB01208,Sparfloxacin,bronchitis; pneumonia,vomiting; diarrhea; diarrhea
DB01209,Dezocine,pain,weakness; pressure; dizziness; weakness; confusion; low blood pressure; weakness; weakness; weakness; confusion
DB01210,Levobunolol,pressure; hypertension; hypertension,bronchospasm; bradycardia; hypotension; bradycardia; hypotension
DB01211,Clarithromycin,pertussis; pharyngitis; bronchitis; hiv,discomfort; hearing loss; nausea; dyspepsia; diarrhea; dyspepsia; urticaria; urticaria; diarrhea; urticaria; anaphylaxis
DB01213,Fomepizole,,headache; dizziness; nausea
DB01214,Metipranolol,pressure; hypertension; hypertension,
DB01215,Estazolam,insomnia,confusion; confusion
DB01216,Finasteride,alopecia; baldness; alopecia,
DB01217,Anastrozole,gynecomastia,
DB01218,Halofantrine,malaria,pain; indigestion; indigestion; loss of appetite; rash; itching; rash
DB01219,Dantrolene,hyperthermia,lethargy; weakness; weakness; vomiting; diarrhea; weakness; weakness; weakness; diarrhea
DB01220,Rifaximin,diarrhea; diarrhea; irritable bowel syndrome,
DB01222,Budesonide,fever; rhinitis; fever; rhinitis; asthma; asthma,edema; edema
DB01223,Aminophylline,bronchospasm; asthma; bronchitis; emphysema; asthma,
DB01224,Quetiapine,schizophrenia,tachycardia; hypotension; tachycardia; hypotension
DB01225,Enoxaparin,angina; angina,thrombocytopenia
DB01226,Mivacurium,anesthesia,anesthesia
DB01227,Levomethadyl Acetate,pain,edema; collapse; apnea; edema
DB01228,Encainide,tachycardia; atrial fibrillation; atrial flutter; ventricular tachycardia; tachycardia,
DB01230,Pemoline,attention deficit; hyperactivity,anorexia; ache; headache; dizziness; nausea; anorexia; anorexia; depression; irritability; insomnia; anorexia; depression
DB01231,Diphenidol,vertigo; nausea; vomiting,tiredness; weakness; weakness; shortness of breath; weakness; weakness; weakness
DB01232,Saquinavir,immunodeficiency; hiv,pain
DB01233,Metoclopramide,nausea; vomiting; reflux,disorientation; disorientation
DB01234,Dexamethasone,edema; edema; asthma; asthma,hypertension; ecchymosis; ecchymosis; hypertension; pancreatitis; diabetes
DB01235,Levodopa,paralysis,
DB01236,Sevoflurane,anesthesia,
DB01237,Bromodiphenhydramine,fever; cough; phlegm; secretions; fever; cough; allergy,fever; swelling; cough; wheezing; swelling; swelling; itching; fever; wheezing; cough
DB01238,Aripiprazole,schizophrenia,
DB01239,Chlorprothixene,mania; schizophrenia,tiredness; weakness; dizziness; trembling; weakness; weakness; stiffness; weakness; weakness
DB01240,Epoprostenol,hypertension; hypertension,hypothermia; headache; ataxia; slow breathing; hypotension; flushing; nausea; vomiting; diarrhea; ataxia; flushing; diarrhea; hypotension
DB01241,Gemfibrozil,pancreatitis,pain; abdominal cramps; muscle pain; nausea; vomiting; abdominal cramps; diarrhea; muscle pain; diarrhea
DB01242,Clomipramine,pain; headache; neuropathic pain; premature ejaculation; depression; panic; narcolepsy; tension headache; neuropathy; depression; schizophrenia,delirium; blurred vision; tachycardia; hypertension; hypotension; postural hypotension; constipation; tachycardia; depression; anxiety; insomnia; hypertension; hypotension; heart failure; depression
DB01243,Chloroxine,dermatitis; dandruff; dermatitis,
DB01244,Bepridil,angina; angina; hypertension; hypertension,
DB01245,Decamethonium,,paralysis
DB01246,Alimemazine,urticaria; pruritus; itching; urticaria; urticaria,shaking; trembling; tic; clumsiness; shortness of breath; flushing; redness; redness; flushing; insomnia
DB01247,Isocarboxazid,,fever; sweating; pressure; headache; dizziness; confusion; low blood pressure; stiffness; sweating; fever; depression; anxiety; irritability; confusion; depression
DB01248,Docetaxel,,asthenia; paresthesia
DB01250,Olsalazine,inflammatory bowel disease,
DB01251,Gliquidone,diabetes,
DB01252,Mitiglinide,diabetes,
DB01253,Ergonovine,,thirst; pain; cramping; pressure; dizziness; loss of consciousness; numbness; tingling; confusion; tachycardia; bradycardia; nausea; vomiting; tachycardia; bradycardia; depression; confusion; depression
DB01254,Dasatinib,leukemia,
DB01255,Lisdexamfetamine,attention deficit; hyperactivity,fatigue; abdominal cramps; collapse; tremor; confusion; hypertension; hypotension; nausea; vomiting; abdominal cramps; diarrhea; tremor; fatigue; fatigue; fatigue; diarrhea; depression; panic; confusion; hypertension; hypotension; depression
DB01257,Eculizumab,hemoglobinuria,
DB01259,Lapatinib,tumors,vomiting; diarrhea; diarrhea
DB01261,Sitagliptin,diabetes,
DB01262,Decitabine,anemia; leukemia,thrombocytopenia
DB01264,Darunavir,immunodeficiency; hiv,
DB01265,Telbivudine,hepatitis; hepatitis,
DB01267,Paliperidone,schizophrenia,emesis
DB01270,Ranibizumab,edema; edema,pain; pressure; eye pain
DB01274,Arformoterol,bronchitis; emphysema,
DB01275,Hydralazine,pressure; hypertension; hypertension; heart failure,
DB01276,Exenatide,diabetes,nausea; vomiting
DB01277,Mecasermin,hypothyroidism,
DB01278,Pramlintide,diabetes,
DB01280,Nelarabine,leukemia; lymphoma,paralysis
DB01281,Abatacept,arthritis; arthritis; rheumatoid arthritis,headache; nausea
DB01283,Lumiracoxib,osteoarthritis,
DB01288,Fenoterol,asthma; asthma,fatigue; pain; pressure; headache; chest pain; angina; dizziness; tremor; chest pain; angina; rapid heartbeat; low blood pressure; nausea; tremor; fatigue; fatigue; fatigue; insomnia
DB01289,Glisoxepide,diabetes,
DB01291,Pirbuterol,bronchospasm; asthma; asthma,
DB01294,Bismuth Subsalicylate,nausea; heartburn; indigestion; diarrhea; indigestion; heartburn; diarrhea,
DB01295,Bevantolol,angina; angina; hypertension; hypertension,
DB01296,Glucosamine,osteoarthritis,nausea; vomiting; heartburn; diarrhea; heartburn; itching; diarrhea
DB01297,Practolol,,lethargy; pressure; wheezing; low blood pressure; wheezing; depression; heart failure; depression
DB01299,Sulfadoxine,malaria,
DB01301,Rolitetracycline,,anorexia; hypertension; nausea; dysphagia; anorexia; dermatitis; urticaria; purpura; purpura; anorexia; urticaria; anorexia; hypertension; dermatitis; urticaria; thrombocytopenia; anaphylaxis
DB01303,Oxtriphylline,asthma; bronchitis; emphysema; asthma,pain; abdominal pain; dizziness; lightheadedness; trembling; confusion; irregular heartbeat; abdominal pain; diarrhea; diarrhea; abdominal pain; confusion
DB01306,Insulin Aspart,diabetes,sweating; lethargy; weakness; headache; dizziness; tingling; trembling; weakness; confusion; palpitations; nausea; weakness; sweating; palpitations; hunger; weakness; weakness; anxiety; confusion
DB01307,Insulin Detemir,diabetes,sweating; lethargy; weakness; swelling; headache; dizziness; tingling; trembling; weakness; confusion; palpitations; swelling; redness; nausea; weakness; swelling; itching; redness; bruising; sweating; palpitations; hunger; weakness; weakness; anxiety; confusion
DB01309,Insulin Glulisine,diabetes,sweating; lethargy; weakness; headache; dizziness; tingling; trembling; weakness; confusion; palpitations; nausea; weakness; sweating; palpitations; hunger; weakness; weakness; anxiety; confusion
DB01319,Fosamprenavir,immunodeficiency; hiv,
DB01320,Fosphenytoin,,lethargy; syncope; ataxia; tachycardia; bradycardia; hypotension; syncope; nausea; vomiting; ataxia; tachycardia; bradycardia; hypotension
DB01324,Polythiazide,edema; pressure; edema,
DB01325,Quinethazone,hypertension; hypertension,
DB01326,Cefamandole,,pain; abdominal pain; nausea; vomiting; abdominal pain; diarrhea; diarrhea; abdominal pain
DB01329,Cefoperazone,,pain; abdominal pain; nausea; vomiting; abdominal pain; diarrhea; diarrhea; abdominal pain
DB01337,Pancuronium,anesthesia,
DB01338,Pipecuronium,anesthesia,
DB01339,Vecuronium,anesthesia,
DB01340,Cilazapril,hypertension; hypertension; heart failure,hypotension; hypotension
DB01342,Forasartan,hypertension; hypertension,
DB01344,Tolevamer,,weakness; weakness; confusion; weakness; muscle weakness; weakness; weakness; irritability; confusion
DB01347,Saprisartan,hypertension; hypertension; heart failure,
DB01348,Spirapril,hypertension; hypertension,
DB01349,Tasosartan,hypertension; hypertension; heart failure,
DB01353,Butethal,insomnia,fever; weakness; weakness; confusion; shortness of breath; weakness; weakness; weakness; fever; irritability; confusion
DB01354,Heptabarbital,,incoordination
DB01355,Hexobarbital,anesthesia,incoordination
DB01356,Lithium,depression; mania; depression; bipolar disorder,
DB01359,Penbutolol,bradycardia; hypertension; bradycardia; asthma; hypertension; asthma,headache; vertigo
DB01363,Ephedra,weight loss; weight loss; weight loss,
DB01364,Ephedrine,hypotension; hypotension,angina; angina; tachycardia; hypertension; tachycardia; hypertension
DB01365,Mephentermine,pressure,
DB01366,Procaterol,asthma; asthma,fatigue; pain; pressure; headache; chest pain; angina; dizziness; tremor; chest pain; angina; rapid heartbeat; low blood pressure; nausea; tremor; fatigue; fatigue; fatigue; insomnia
DB01367,Rasagiline,,diaphoresis; pain; headache; precordial pain; dizziness; collapse; precordial pain; hypertension; hypotension; depression; irritability; agitation; hyperactivity; hypertension; hypotension; depression
DB01377,Magnesium oxide,heartburn; indigestion; constipation; indigestion; heartburn,
DB01380,Cortisone acetate,adrenal insufficiency,
DB01381,Ginkgo biloba,dizziness; vertigo; dementia; dementia,weakness; headache; dizziness; loss of consciousness; weakness; palpitations; nausea; vomiting; weakness; palpitations; weakness; weakness
DB01382,Glycodiazine,diabetes,seizure
DB01388,Mibefradil,pressure; angina; angina; high blood pressure,
DB01390,Sodium bicarbonate,dehydration; diarrhea; diarrhea; diabetes,
DB01392,Yohimbine,impotence,
DB01393,Bezafibrate,diabetes,
DB01394,Colchicine,pain; arthritis; arthritis,weakness; pain; burning; abdominal pain; paralysis; weakness; delirium; nausea; vomiting; abdominal pain; diarrhea; oliguria; hematuria; weakness; weakness; hematuria; weakness; diarrhea; abdominal pain
DB01396,Digitoxin,heart failure,anorexia; confusion; nausea; vomiting; anorexia; anorexia; confusion; anorexia
DB01397,Magnesium salicylate,pain,
DB01399,Salsalate,arthritis; arthritis; osteoarthritis; rheumatoid arthritis,
DB01400,Neostigmine,,weakness; weakness; weakness; muscle weakness; weakness; weakness
DB01401,Choline magnesium trisalicylate,fever; pain; arthritis; fever; arthritis,hyperthermia; sweating; dehydration; headache; dizziness; confusion; tinnitus; hyperventilation; vomiting; diarrhea; sweating; diarrhea; confusion
DB01403,Methotrimeprazine,psychosis; psychosis; bipolar disorder; schizophrenia,
DB01405,Temafloxacin,,anemia
DB01406,Danazol,angioedema; angioedema,
DB01407,Clenbuterol,asthma; asthma,
DB01408,Bambuterol,bronchospasm; asthma; bronchitis; emphysema; asthma,
DB01410,Ciclesonide,rhinitis; rhinitis,
DB01411,Pranlukast,,fever; tiredness; weakness; pain; headache; stomach pain; dental pain; dizziness; weakness; cough; stuffy nose; heartburn; stomach pain; heartburn; weakness; rash; weakness; weakness; fever; rash; cough
DB01412,Theobromine,fatigue; hypotension; orthostatic hypotension; fatigue; fatigue; fatigue; hypotension,
DB01413,Cefepime,febrile; pneumonia; pyelonephritis,
DB01415,Ceftibuten,pharyngitis; bronchitis,
DB01418,Acenocoumarol,,colic; tachycardia; hypotension; nausea; vomiting; colic; tachycardia; epistaxis; hypotension
DB01419,Antrafenine,pain,
DB01420,Testosterone Propionate,,sweating; edema; dizziness; paresthesia; amnesia; edema; peripheral edema; dry skin; hirsutism; sweating; dry skin; hirsutism; anxiety; amnesia
DB01425,Alizapride,nausea; vomiting,
DB01427,Amrinone,heart failure,
DB01432,Cholestyramine,pruritus,
DB01436,Alfacalcidol,,hyperthermia; weakness; weight loss; anorexia; polydipsia; pain; headache; muscle pain; bone pain; weakness; photophobia; rhinorrhea; hypertension; nausea; vomiting; constipation; anorexia; polyuria; nocturia; muscle pain; weakness; bone pain; polyuria; polydipsia; weight loss; decreased libido; weakness; weakness; anorexia; weight loss; conjunctivitis; anorexia; hypertension; pancreatitis
DB01437,Glutethimide,insomnia,
DB01438,Phenazopyridine,pain; burning; frequency; urgency,
DB01439,3-Methylthiofentanyl,,nausea; itching; depression; depression
DB01440,Gamma Hydroxybutyric Acid,depression; insomnia; narcolepsy; depression,dizziness; amnesia; nausea; agitation; amnesia
DB01443,19-Nor-5-androstenedione,,depression; depression
DB01444,Dimethylthiambutene,pain,
DB01452,Heroin,pain,
DB01454,Midomafetamine,anxiety,
DB01459,Bezitramide,pain,
DB01463,Fencamfamine,fatigue; lethargy; fatigue; fatigue; fatigue,dizziness; tremor; disorientation; tachycardia; nausea; tremor; tachycardia; agitation; disorientation
DB01466,Ethylmorphine,pain,
DB01485,4-Hydroxytestosterone,,pressure; hypertension; gynecomastia; hypertension
DB01489,Camazepam,depression; anxiety; depression,
DB01501,Difenoxin,cramping; diarrhea; diarrhea,
DB01511,Delorazepam,anxiety,
DB01544,Flunitrazepam,,confusion; confusion
DB01551,Dihydrocodeine,pain; dental pain; breathlessness,
DB01553,Cloxazolam,anxiety,loss of consciousness; ataxia; ataxia; depression; depression
DB01558,Bromazepam,anxiety; panic; insomnia,
DB01559,Clotiazepam,anxiety,
DB01563,Chloral hydrate,cough; cough; depression; anxiety; insomnia; depression,
DB01565,Dihydromorphine,pain,
DB01567,Fludiazepam,anxiety,weakness; pain; abdominal pain; dizziness; weakness; nausea; abdominal pain; weakness; weakness; weakness; abdominal pain
DB01575,Kaolin,diarrhea; diarrhea; aids,
DB01576,Dextroamphetamine,attention deficit; hyperactivity,fatigue; abdominal cramps; collapse; tremor; confusion; hypertension; hypotension; nausea; vomiting; abdominal cramps; diarrhea; tremor; fatigue; fatigue; fatigue; diarrhea; depression; panic; confusion; hypertension; hypotension; depression
DB01577,Methamphetamine,attention deficit; hyperactivity,fatigue; abdominal cramps; collapse; tremor; confusion; hypertension; hypotension; nausea; vomiting; abdominal cramps; diarrhea; tremor; fatigue; fatigue; fatigue; diarrhea; depression; panic; confusion; hypertension; hypotension; depression
DB01579,Phendimetrazine,,fatigue; abdominal cramps; collapse; confusion; hypertension; hypotension; nausea; vomiting; abdominal cramps; diarrhea; fatigue; fatigue; fatigue; diarrhea; depression; panic; confusion; hypertension; hypotension; depression
DB01580,Oxprenolol,angina; angina; hypertension; anxiety; hypertension,lethargy; pressure; wheezing; low blood pressure; wheezing; depression; heart failure; depression
DB01581,Sulfamerazine,bronchitis,nausea; vomiting; diarrhea; jaundice; jaundice; jaundice; diarrhea; anemia; thrombocytopenia
DB01582,Sulfamethazine,bronchitis,nausea; vomiting; diarrhea; jaundice; jaundice; jaundice; diarrhea; anemia; thrombocytopenia
DB01583,Liotrix,goiter; hypothyroidism; hyperthyroidism,fever; sweating; weight loss; increased appetite; pressure; abdominal cramps; palpitations; tachycardia; abdominal cramps; diarrhea; weight loss; heat intolerance; sweating; palpitations; tachycardia; fever; weight loss; diarrhea; insomnia
DB01584,Thyroglobulin,hypothyroidism,
DB01586,Ursodeoxycholic acid,,diarrhea; diarrhea
DB01587,Ketazolam,anxiety; irritability,pressure; confusion; confusion
DB01588,Prazepam,anxiety,pressure; confusion; confusion
DB01589,Quazepam,insomnia,
DB01590,Everolimus,tumors,
DB01591,Solifenacin,frequency; urinary frequency; urgency; incontinence,blurred vision; dry skin; dry skin
DB01592,Iron,anemia,lethargy; edema; tachycardia; hypotension; edema; vomiting; diarrhea; jaundice; jaundice; tachycardia; jaundice; diarrhea; depression; hypotension; depression
DB01594,Cinolazepam,anxiety,
DB01595,Nitrazepam,insomnia,
DB01600,Tiaprofenic acid,pain,
DB01601,Lopinavir,hiv,
DB01602,Bacampicillin,urethritis,
DB01604,Pivampicillin,bronchitis; pneumonia; urethritis,
DB01605,Pivmecillinam,fever; fever; typhoid,
DB01608,Propericiazine,,hypothermia; collapse; twitching; hypotension; hypotension
DB01611,Hydroxychloroquine,arthritis; arthritis; rheumatoid arthritis; malaria,headache; collapse; bradycardia; bradycardia
DB01612,Amyl Nitrite,angina; angina,fainting; syncope; shortness of breath; dyspnea; hypotension; syncope; fainting; nausea; vomiting; emesis; dyspnea; hypotension
DB01613,Erythrityl Tetranitrate,angina; angina,fever; diaphoresis; throbbing; pressure; headache; colic; vertigo; syncope; paralysis; confusion; dyspnea; air hunger; palpitations; bradycardia; heart block; syncope; nausea; vomiting; colic; diarrhea; palpitations; bradycardia; hunger; fever; dyspnea; diarrhea; confusion
DB01614,Acepromazine,,fever; pressure; low blood pressure; difficulty swallowing; fever; agitation
DB01616,Alverine,pain; irritable bowel syndrome,hypotension; hypotension
DB01619,Phenindamine,sneezing; runny nose; hives; itching; common cold,fever; weakness; shaking; weakness; confusion; blurred vision; flushing; weakness; flushing; weakness; weakness; fever; confusion; insomnia
DB01620,Pheniramine,fever; urticaria; fever; urticaria; urticaria,
DB01621,Pipotiazine,,lethargy; hypotension; hypotension
DB01622,Thioproperazine,schizophrenia,hyperthermia; sweating; collapse; pallor; dysphagia; pallor; sweating; pallor
DB01623,Thiothixene,schizophrenia,weakness; pressure; dizziness; twitching; weakness; low blood pressure; difficulty swallowing; weakness; weakness; weakness; depression; depression
DB01624,Zuclopenthixol,mania; schizophrenia,hypothermia; hypotension; hypotension
DB01625,Isopropamide,spasm; diarrhea; spasm; diarrhea; irritability; gastritis; peptic ulcer; cholelithiasis,fever; thirst; collapse; disorientation; photophobia; blurred vision; dysphagia; fever; depression; disorientation; depression
DB01626,Pargyline,hypertension; hypertension,
DB01628,Etoricoxib,pain; back pain; arthritis; back pain; arthritis; osteoarthritis; rheumatoid arthritis; gout,
DB01656,Roflumilast,bronchospasm; bronchitis,weight loss; headache; loose stools; weight loss; weight loss; insomnia
DB01685,Topiroxostat,gout,pain; arthritis; eczema; arthritis; gout; eczema
DB01708,Prasterone,anorexia; ache; anorexia; anorexia; anorexia; schizophrenia,
DB01873,Epothilone D,tumors,
DB01956,Taurine,weight loss; weight loss; weight loss,
DB02132,Zenarestat,neuropathy,
DB02187,Equilin,menopause,
DB02300,Calcipotriol,psoriasis,
DB02342,2-Methoxyestradiol,arthritis; arthritis; rheumatoid arthritis,
DB02546,Vorinostat,lymphoma,
DB02709,Resveratrol,herpes,
DB03255,Phenol,pain; throat pain; sore throat; sore throat,
DB03424,Ubenimex,leukemia,
DB03496,Alvocidib,leukemia; lymphoma,
DB03756,Doconexent,,exhaustion; weakness; headache; weakness; cough; weakness; weakness; weakness; cough; depression; anemia; depression
DB04209,Dequalinium,,burning; burning sensation; pruritus
DB04468,Afimoxifene,gynecomastia,
DB04552,Niflumic Acid,arthritis; arthritis; rheumatoid arthritis,
DB04570,Latamoxef,,diarrhea; hematuria; pyuria; hematuria; diarrhea
DB04574,Estrone sulfate,menopause,
DB04575,Quinestrol,hot flashes; menopause; hot flashes,nausea; vomiting
DB04725,Licofelone,osteoarthritis,
DB04743,Nimesulide,pain; osteoarthritis,
DB04796,Inecalcitol,psoriasis,
DB04817,Metamizole,fever; fever,
DB04818,Iproniazid,depression; tuberculosis; depression,
DB04828,Zomepirac,pain,
DB04831,Ticrynafen,hypertension; hypertension,
DB04832,Zimelidine,depression; depression,
DB04833,Methaqualone,insomnia,seizure; delirium; nausea; vomiting
DB04835,Maraviroc,hiv,
DB04836,Amineptine,depression; depression,
DB04837,Clofedanol,cough; dry cough; cough,
DB04838,Cyclandelate,claudication; claudication,
DB04840,Debrisoquin,hypertension; hypertension,
DB04841,Flunarizine,migraine; vertigo; epilepsy; migraine,tachycardia; emesis; tachycardia; depression; agitation; depression
DB04842,Fluspirilene,schizophrenia,
DB04843,Mepenzolate,peptic ulcer,weakness; headache; dizziness; paralysis; weakness; blurred vision; nausea; vomiting; weakness; dry skin; dry skin; weakness; weakness
DB04844,Tetrabenazine,tic,depression; depression
DB04845,Ixabepilone,tumors; lymphoma,
DB04846,Celiprolol,angina; angina; hypertension; hypertension,bronchospasm; bradycardia; hypotension; bradycardia; hypotension
DB04847,Roxadustat,anemia,
DB04848,AZD0947,incontinence,
DB04849,Cediranib,tumors,
DB04850,Posizolid,,ataxia; vomiting; ataxia
DB04853,Binodenoson,coronary artery disease,
DB04854,Febuxostat,gout,frequency
DB04855,Dronedarone,atrial fibrillation,asthenia; pain; abdominal pain; nausea; vomiting; abdominal pain; diarrhea; diarrhea; abdominal pain
DB04856,Dexloxiglumide,reflux; irritable bowel syndrome,
DB04859,Zanapezil,dementia; dementia,
DB04860,Isatoribine,hepatitis; hepatitis,
DB04861,Nebivolol,hypertension; hypertension,fatigue; dizziness; bronchospasm; bradycardia; heart block; hypotension; pallor; vomiting; pallor; bradycardia; fatigue; pallor; fatigue; fatigue; hypotension
DB04862,Merimepodib,hepatitis; hepatitis,
DB04863,Lefradafiban,angina; angina,
DB04868,Nilotinib,leukemia,
DB04869,Olcegepant,migraine; migraine,
DB04871,Lorcaserin,,fatigue; weight loss; pain; headache; back pain; back pain; weight loss; fatigue; fatigue; fatigue; weight loss
DB04872,Osanetant,pain; depression; depression; schizophrenia,
DB04873,Piboserod,atrial fibrillation; irritable bowel syndrome,
DB04874,Picoplatin,tumors,
DB04875,Pralnacasan,arthritis; arthritis; rheumatoid arthritis,
DB04876,Vildagliptin,diabetes,
DB04877,Voacamine,malaria,
DB04878,Voglibose,diabetes,
DB04880,Enoximone,heart failure,
DB04881,Elacridar,tumors,
DB04882,Edotecarin,tumors,
DB04883,Darusentan,hypertension; hypertension; heart failure,
DB04884,Dapoxetine,premature ejaculation,
DB04885,Cilansetron,irritable bowel syndrome,
DB04886,Calanolide A,hiv; aids,
DB04887,Brecanavir,hiv,
DB04888,Bifeprunox,psychosis; psychosis; schizophrenia,
DB04889,Bicifadine,pain,
DB04890,Bepotastine,conjunctivitis,
DB04891,Becocalcidiol,psoriasis,
DB04893,AZD3409,tumors,
DB04894,Vapreotide,diarrhea; diarrhea; aids,fatigue; pain; headache; abdominal pain; nausea; vomiting; abdominal pain; diarrhea; fatigue; fatigue; fatigue; diarrhea; abdominal pain
DB04896,Milnacipran,pain; fibromyalgia; fibromyalgia; depression; fibromyalgia; depression,hyperhidrosis; headache; dizziness; palpitations; hypertension; nausea; vomiting; constipation; hyperhidrosis; palpitations; insomnia; hypertension
DB04897,Lucinactant,distress; respiratory distress,pallor; reflux; pallor; pallor
DB04899,Nesiritide,dyspnea; dyspnea; heart failure,hypotension; hypotension
DB04900,Thymalfasin,hepatitis; influenza; hepatitis,
DB04901,Galiximab,arthritis; arthritis; rheumatoid arthritis; psoriasis; lymphoma,
DB04903,Pagoclone,anxiety; panic,
DB04917,Renzapride,constipation; irritable bowel syndrome,
DB04920,Clevidipine,hypertension; hypertension,
DB04926,Neramexane,pain; hearing loss,
DB04936,Tagatose,diabetes,
DB04938,Ospemifene,dyspareunia; dyspareunia; menopause,hyperhidrosis; hyperhidrosis
DB04941,Crofelemer,diarrhea; diarrhea; hiv; aids,cough; flatulence; cough; bronchitis
DB04942,Tamibarotene,leukemia,
DB04944,Acadesine,coronary artery disease,
DB04946,Iloperidone,schizophrenia,fatigue; dizziness; nasal congestion; tachycardia; hypotension; orthostatic hypotension; tachycardia; fatigue; fatigue; fatigue; hypotension
DB04947,Altropane,attention deficit; hyperactivity,
DB04948,Lofexidine,,exhaustion; tremor; ataxia; bradycardia; hypotension; ataxia; tremor; bradycardia; hypotension
DB04951,Pirfenidone,,rash; rash
DB04953,Ezogabine,,dizziness
DB04954,Tecadenoson,arrhythmia; atrial fibrillation; arrhythmia; arrhythmia,
DB04955,Pumactant,asthma; asthma,
DB04957,Azimilide,arrhythmia; atrial fibrillation; arrhythmia; arrhythmia,
DB04958,Epratuzumab,leukemia; lymphoma,
DB04959,HspE7,hiv,
DB04960,Tipifarnib,tumors; leukemia,
DB04961,Troxacitabine,leukemia,
DB04962,Bectumomab,lymphoma,
DB04963,rhGAD65,diabetes,
DB04968,PH94B,phobia,
DB04970,Lesopitron,anxiety,headache; dizziness; nausea
DB04971,Reglixane,diabetes,
DB04972,Canfosfamide,,fatigue; nausea; vomiting; hematuria; fatigue; hematuria; fatigue; fatigue; anemia
DB04976,M40403,pain,
DB04982,Talampanel,epilepsy,
DB04989,Ty800,fever; fever; typhoid,
